previousStep,LTerm1,LTerm2,LOp1,LTerm3,LTerm4,LOp2,LTerm5,LTerm6,LOp3,LTerm7,LTerm8,LOp4,LTerm9,LTerm10,LOp5,LTerm11,LTerm12,RTerm1,RTerm2,ROp1,RTerm3,RTerm4,ROp2,RTerm5,RTerm6,ROp3,RTerm7,RTerm8,ROp4,RTerm9,RTerm10,ROp5,RTerm11,RTerm12
x+12=27,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-6=10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=-10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-15=-7,x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=-10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-6=-23,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-6=-23,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+3=15,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+8=15,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-12=-21,x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
(x)/(5)=35,(x),none,/,(b),none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-6=10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-3=5,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-(x)/(50)=-20,-(x),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-(x)/(50)=-20,-(x),none,/,(bb),none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-3=5,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-14=7,x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-14=7,x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+18=-18,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-12=-21,x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-12=-21,x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+100=98,x,none,+,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-4=11,-x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-4=11,-x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-4=11,-x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-9=17,-x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+6=-18,-x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+6=-18,-x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+98=-96,-x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+98=-96,-x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+98=-96,-x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-8=-22,-x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-127=-189,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-100=-101,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-100=-101,-x,none,-,bbb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=12,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=12,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-6=10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+16=32,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-4=4,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=23-7,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+5=-4,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-a,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+9=-19,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x-8=-22,-x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-22=-88,x,none,-,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+36=-360,-x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aaa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x=-62,-x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x=-10+8,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x=-10+8,x,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=-10,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+18=-18,x,none,+,bb,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=17,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x-8=17,x,none,-,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=-11,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
x+7=-11,x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,-aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
-x+8=12,-x,none,+,b,none,none,none,none,none,none,none,none,none,none,none,none,none,aa,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
